1192938416305868800	2021-05-24T23:14:05.000Z	1396967768822468610	    Midway Mania! 	{'place_id': '0fbeae8c65941000'}
517254166	2021-05-25T19:25:14.000Z	1397272566532755458	And so I’ve made a visit to Disney California Adventure Park! Let’s go have some fun, even though it is hot, lol. 	{'place_id': '0c2e6999105f8070'}
3253327682	2021-05-25T19:18:09.000Z	1397270785018916865	  For those who believe we can travel the speed of light and do so within a 0 year travel time let's also talk about going right through the centre of the Sun	{'place_id': '3b77caf94bfc81fe'}
1586938014	2021-05-25T19:12:38.000Z	1397269394355494912	I’d look at it as another year blessed. But start planning for travel in 0. 	{'place_id': '3b77caf94bfc81fe'}
1238136738947760129	2021-05-25T18:57:15.000Z	1397265523717468162	 Listen! Thailand is on my list of places. I go once a year - Bangkok is my FAVORITE place to travel in the world.   I went there last year for $0 total!	{'place_id': '3b77caf94bfc81fe'}
15110528	2021-05-25T18:44:42.000Z	1397262364337065984	 I’m rocking these on my next Chicago visit	{'place_id': '3b77caf94bfc81fe'}
468209113	2021-05-25T18:27:30.000Z	1397258038940102660	SNTF SCHOLARSHIPS APPS! We are live! Deadline is June 0th. Recipient announcement will be made on June 0th. Visit  for application details. Good Luck!	{'place_id': '3b77caf94bfc81fe'}
13344132	2021-05-25T18:23:31.000Z	1397257032785334288	Stadium tickets are now on sale for the June 0  event. See you in Miami! TXT 'FIGHT' to 0 or visit Lopez vs Kambosos Jr.Crews-Dezurn vs CederroosHunter vs WilsonVences vs Carroll 	{'place_id': '3b77caf94bfc81fe'}
2370517224	2021-05-25T18:17:18.000Z	1397255471791280131	Don't get me wrong is a nice place to visit. Only if you have the yearly pass and you live a few minutes away from the park then you can go every weekend or every day and you will get your money worth. 	{'coordinates': {'type': 'Point', 'coordinates': [-118.2445, 34.0564]}, 'place_id': '3b77caf94bfc81fe'}
880854812794822656	2021-05-25T18:05:11.000Z	1397252420250390528	 Visit ASAP 🙄 double date vibes	{'place_id': '3b77caf94bfc81fe'}
1075390808	2021-05-25T18:00:40.000Z	1397251285007675392	When I visit Paris, France imma play Ni**as in Paris by JAY-Z 😎	{'place_id': '3b77caf94bfc81fe'}
112705702	2021-05-25T17:23:19.000Z	1397241886713200642	There is more, got ears? The México Y0K International Live Looping Festival and the  wants you!Visit  to watch.   	{'place_id': 'b0b79caecef59fb5'}
